Item ,Sim-Plaqueta,Não-Plaqueta,TOMBO,DESCRIÇÃO,Nº DE SÉRIE,UNIDADE ADMINISTRATIVA,DEPARTAMENTO,SALA,LOCALIZADO,Estado de Conservação,,,,Classificação,,,,,
6078,X,,39783,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
12677,X,,49267,CPU/LENOVO/,153484HUPPEAP156  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
13875,X,,19571,ESTACAO DE TRANSMISSAO FIXA/MOTOROLA/PRO 5100,103TKA5825,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
16784,X,,37104,IMPRESSORA P/COMPUTADOR/HP/P4015N,BRDYC04516,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
17406,X,,41233,LONGARINA/FLEXFORM/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
20261,X,,44318,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001082,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
21307,X,,47596,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
6076,X,,39781,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,CORREDOR,,,,X,,,X,,,,,
2058,X,,46103,ARMÁRIO DE AÇO DPL AR PORTAS DE VIDRO ALLEGRA TOP BRANCO BERTOLIN/BERTOLINI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
2059,X,,46104,ARMÁRIO DE AÇO DPL AR PORTAS DE VIDRO ALLEGRA TOP BRANCO BERTOLIN/BERTOLINI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
8949,X,,45871,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
15001,X,,47221,"FOGÃO DE 04 BOCAS, A GÁS ACENDEDOR ELÉTRICO COM 04 QUEIMADORES/ESMALTEC/",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
19250,X,,47231,MICROONDAS 31 LITROS./ELETROLUX/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
25783,X,,47301,REFRIGERADOR FROST FREE DUPLEX 345L BRANCO CONSUL/CONSUL/CRM37EB 110V,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
245,X,,16722,"AP.DE AR CONDICIONADO CENTRAL C/ CONDENSADORA/EVAPORADORA,12.000B/MIDEA/SPLIT",A11800428,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
2823,X,,40615,ARMARIO/ARTILINE/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
6077,X,,39782,CADEIRA ESTOFADA FIXA/FLEXFORM/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
7942,X,,24237,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
8944,X,,45860,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
8950,X,,45873,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
12680,X,,49274,CPU/LENOVO/,153484HUPPEM3675  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
13004,X,,46036,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DUPLA OF1414 MA/MAPLE//OF1414,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
15173,X,,47423,FRIGOBAR REFRIGERADOR 122 LITROS BRANCO 110V RE120/ELETROLUX/,31001888,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
19570,X,,50152,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SPYRE258,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
20258,X,,43697,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001315,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
26273,X,,9894,SCANNER/FUJITSU/FI-6140,007300,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,,X,,X,,,,,
4155,X,,47737,"BARCO APOLUS 600 TRACKER C/REMO,COR PRETA ANO 2013, 6 MTS,ALUM.LO/LEVEFORT/RIO SAO MIGUEL",339085,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,GARAGEM,,,,X,,,X,,,,,
21222,X,,47732,"MOTOR F40 FTL 4 TEMPOS COR CINZA GASOLINA,6BG-103383,ANO/MOD. 201/YAMAHA/",033833,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,GARAGEM,,,,X,,,X,,,,,
1146,X,,47097,AR CONDICIONADO 12.000 BTUS (EVAPORADORA)ELETROLUX/ELETROLUX/SPLIT 12.000 BTUS,302AZVN7Y879,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
2825,X,,40790,ARMARIO/ARTILINE/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
3493,X,,1337,ARQUIVO DE ACO /W3/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
7943,X,,24483,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
8948,X,,45868,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
11986,X,,36270,CPU/ITAUTEC/INFOWAY ST 4271,4003504600245,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
12495,X,,44028,CPU/ITAUTEC/INFOWAY ST-4272,4006234000252,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
13003,X,,46035,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DUPLA OF1414 MA/MAPLE//OF1414,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
17927,X,,46079,MESA DE REUNIÃO REDONDA LG1200MRD DALPRA CINZA//,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
20732,X,,36293,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2048046,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,IDENTIFICAÇÃO,,,,X,,,X,,,,,
1029,,X,15126,APARELHO G.P.S/GARMIN/OREGON-550,1MW105486,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
1030,,X,15133,APARELHO G.P.S/GARMIN/OREGON-550,1MW105491,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
1031,,X,15154,APARELHO G.P.S/GARMIN/OREGON-550,1MW106612,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8945,X,,45864,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8946,X,,45865,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
8947,X,,45867,CADEIRA GIRATÓRIA SECRETÁRIA 3004 BG INJ. AZUL MARINHO CAVALETTI /CAVALETTI/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
9224,X,,41032,CADEIRA GIRATORIA/FLEXFORM/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
9357,,X,24697,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
9870,X,,48166,"CAMERA DIGITAL JX580 16.1 MP, 5X DE ZOOM OPTICO, FILMA EM HD,FOTO/FUJI/FINEPIX JX580",2RB39662,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
10744,X,,46660,COFRE ELETRONICO PARA ARMAMENTO/IDEAL COFRES/,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12496,X,,44052,CPU/ITAUTEC/INFOWAY ST-4272,4006234000294,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12678,X,,49268,CPU/LENOVO/,153484HUPPEAP077  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12679,X,,49272,CPU/LENOVO/,153484HUPPEPK966  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
12681,X,,49281,CPU/LENOVO/,153484HUPPEAP072  ,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
13005,X,,46038,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DUPLA OF1414 MA/MAPLE//OF1414,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
13006,X,,46039,ESTAÇÃO DE TRABALHO 02 LUGARES MAPLE DUPLA OF1414 MA/MAPLE//OF1414,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
14934,X,,22352,FAROL DE BUSCA MANUAL/ENGESIG/EGFL,291094,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
15174,X,,47427,FRIGOBAR REFRIGERADOR 122 LITROS BRANCO 110V RE120/ELETROLUX/,31001871,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
16140,X,,46684,GPS GARMIN NUVI 1300/GARMIN/NUVI 1300,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
16141,X,,46685,GPS GARMIN NUVI 1300/GARMIN/NUVI 1300,000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
20259,X,,43805,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001740,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
20260,X,,44317,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001049,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
21152,X,,49394,MONITOR/LENOVO/,VB22854,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
21154,X,,49398,MONITOR/LENOVO/,VB20252,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
21158,X,,49402,MONITOR/LENOVO/,VB20237,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
21304,X,,47590,"MULTIFUNCIONAL,SCANNER,FAX,IMPRESSORA OFFICEJET PRO 8600 HP/HP/OFFICE PRO 8600",000000,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25413,,X,14969,RADIO TRANSCEPTOR/MOTOROLA/PRO 5150,672NFC008M,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25414,,X,14972,RADIO TRANSCEPTOR/MOTOROLA/PRO 5150,672NFC00QP,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
25643,,X,10458,RADIO TRANSCEPTOR/MOTOROLA/PRO5150,672NKG00CD,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
26004,X,,50955,SCANNER FUJITSU MOD. F1-6110/FUJITSU/F1-6110,512779,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
26240,X,,35081,SCANNER/FUJITSU/F1-640,028115,SÃO FRANCISCO- DELEGACIA DE POLICIA CIVIL,SEVIC,,,,X,,,X,,,,,
2827,X,,40729,ARMARIO/ARTILINE/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
3907,X,,40904,"ARQUIVO,C/04 GAVETAS E NICHO NA PARTE SUPERIOR/ARTILINE/MED.480X1600X500MM",000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
7947,,X,24104,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
7950,,X,24107,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
9549,X,,25241,CADEIRA GIRATORIA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
11499,X,,49870,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152124A4PPERG306  ,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
15972,X,,39327,GAVETEIRO/ARTILINE/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
17969,X,,39068,"MESA DE TRABALHO,C/CORTE CONVEXO,MED.1600X1600X600X600MM/ARTILINE/",000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
19572,X,,50096,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SPAE2A272,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
26005,X,,50945,SCANNER FUJITSU MOD. F1-6110/FUJITSU/F1-6110,511529,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,ADMINISTRAÇÃO,,,,X,,,X,,,,,
2828,X,,40730,ARMARIO/ARTILINE/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
7953,X,,24123,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
9225,X,,41002,CADEIRA GIRATORIA/FLEXFORM/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
9227,X,,41004,CADEIRA GIRATORIA/FLEXFORM/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
9229,X,,41022,CADEIRA GIRATORIA/FLEXFORM/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
9360,X,,24534,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
9361,X,,24557,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11500,X,,49925,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152122AAPPERG446  ,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11501,X,,49946,CPU THINKCENTRE -CORE 15 3330/4GB/HD 500GB/COM MOUSE E TECLADO/LENOVO/M92P,152124PPRGRG467   ,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
11991,X,,36990,CPU/ITAUTEC/INFOWAY ST 4271,4003504600200,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
12497,X,,43423,CPU/ITAUTEC/INFOWAY ST-4272,40059490,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
13367,X,,26172,ESTACAO DE TRABALHO//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,X,,X,,,,,
13369,X,,26203,ESTACAO DE TRABALHO//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,X,,X,,,,,
13370,X,,26206,ESTACAO DE TRABALHO//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,X,,X,,,,,
13371,X,,26207,ESTACAO DE TRABALHO//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,X,,X,,,,,
15346,X,,650,GAVETEIRO EM MADEIRA//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,,X,,X,,,,,
15350,X,,701,GAVETEIRO EM MADEIRA//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
16031,X,,39253,GAVETEIRO/ARTLINE/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
19571,X,,50044,MONITOR DE VIDEO - LCD - LED 20 POLEGADAS PRETO/LG/E2011P,309SPVH2A111,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
20735,X,,36235,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2046151,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
20736,X,,36283,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2047390,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
20740,X,,36565,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2047880,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
20741,X,,36673,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2046231,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
23164,X,,49165,NOTEBOOK/LENOVO/B490,PETM931,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,CARTÓRIO,,,,X,,,X,,,,,
2829,X,,40731,ARMARIO/ARTILINE/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
5598,X,,11109,"CADEIRA EM POLIETILENO, FIXA/METALMOBILLE/M-19",000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
6153,X,,813,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
6155,X,,833,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
6157,X,,835,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
6158,X,,836,CADEIRA ESTOFADA FIXA/METALFRIZZO/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
7946,X,,24103,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
9226,X,,41003,CADEIRA GIRATORIA/FLEXFORM/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
11990,X,,36978,CPU/ITAUTEC/INFOWAY ST 4271,4003504600052,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
12157,X,,15214,CPU/ITAUTEC/INFOWAY ST4251,L39530600394,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
13368,X,,26200,ESTACAO DE TRABALHO//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
15345,X,,639,GAVETEIRO EM MADEIRA//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
16539,X,,18098,IMPRESSORA P/COMPUTADOR/EPSON/FX-890,E8BY363296,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
17407,X,,41223,LONGARINA/FLEXFORM/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
20265,X,,43854,MONITOR DE VIDEO LCD/ITAUTEC/E-2241,4700235001390,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,X,,,X,,,,,
20440,X,,15769,MONITOR DE VIDEO LCD/ITAUTEC/L-1753T,J776601264995,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COMISSARIADO,,,,,X,,X,,,,,
9359,,X,24515,CADEIRA GIRATORIA/FLEXFORM/DIGITADOR,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
9546,,X,24969,CADEIRA GIRATORIA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
9547,X,,24999,CADEIRA GIRATORIA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,COZINHA,,,,X,,,X,,,,,
7945,X,,24102,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
7951,,X,24110,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
12498,X,,43997,CPU/ITAUTEC/INFOWAY ST-4272,4005949100268,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
15347,X,,655,GAVETEIRO EM MADEIRA//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
15348,X,,676,GAVETEIRO EM MADEIRA//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
17987,X,,612,"MESA EM ""L""//",000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
18432,X,,594,MESA EM//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
20737,X,,36363,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2046235,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO ADJUNTO,,,,X,,,X,,,,,
7952,X,,24122,CADEIRA FIXA/FLEXFORM/SECRETARIA,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
12685,X,,49271,CPU/LENOVO/,153484HUPPE94692   ,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
15349,X,,697,GAVETEIRO EM MADEIRA//,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
15971,X,,39326,GAVETEIRO/ARTILINE/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
16497,X,,23355,"IMPRESSORA P/COMPUTADOR MULTIFUNCIONAL,600X600DPI/LEXMARK/X203N",590094D,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
19054,X,,39069,MESA/ARTILINE/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
20738,X,,36531,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2048061,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
20739,X,,36547,MONITOR DE VIDEO LCD/ITAUTEC/W1942PEU,2047242,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
24416,X,,41144,POLTRONA/FLEXFORM/,000000,SÃO MIGUEL- DELEGACIA DE POLICIA CIVIL,DELEGADO TITULAR,,,,X,,,X,,,,,
